,deaths,count,tested,percentage,deaths_per_million,count_per_million,deaths_7day,count_7day,tested_7day,percentage_7day,deaths_per_million_7day,count_per_million_7day,deaths_14day,count_14day,tested_14day,percentage_14day,deaths_per_million_14day,count_per_million_14day,population
region,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois
date,,,,,,,,,,,,,,,,,,,
2020-05-28,102.0,1527.0,25993.0,0.05874658561920517,8.095238095238095,121.19047619047619,82.42857142857143,1878.142857142857,22563.714285714286,0.08323730895369304,6.541950113378685,149.05895691609976,89.71428571428571,1992.5714285714287,22709.214285714286,0.08774286082741745,7.120181405895691,158.14058956916102,12600000.0
2020-05-29,86.0,1622.0,21796.0,0.07441732427968435,6.825396825396825,128.73015873015873,79.28571428571429,1715.857142857143,22089.85714285714,0.07767624443021685,6.292517006802722,136.17913832199548,86.57142857142857,1934.7142857142858,22368.571428571428,0.08649252778132585,6.870748299319728,153.54875283446714,12600000.0
2020-05-30,60.0,1462.0,25343.0,0.05768851359349722,4.761904761904762,116.03174603174604,77.14285714285714,1588.7142857142858,22122.571428571428,0.07181417815030544,6.122448979591836,126.08843537414967,85.78571428571429,1890.0,22532.571428571428,0.08387857577601948,6.808390022675738,150.0,12600000.0
2020-05-31,59.0,1343.0,21154.0,0.06348681100501087,4.682539682539683,106.58730158730158,76.57142857142857,1422.2857142857142,21476.85714285714,0.06622410834253482,6.077097505668934,112.8798185941043,86.57142857142857,1862.0714285714287,22593.928571428572,0.08241468156742487,6.870748299319728,147.78344671201816,12600000.0
2020-06-01,23.0,974.0,20014.0,0.04866593384630759,1.8253968253968254,77.3015873015873,75.42857142857143,1316.7142857142858,21244.14285714286,0.06198010880309867,5.98639455782313,104.50113378684809,84.14285714285714,1767.7857142857142,22502.285714285714,0.07856027324208334,6.678004535147392,140.30045351473922,12600000.0
2020-06-02,112.0,1614.0,16431.0,0.09822895745846266,8.88888888888889,128.0952380952381,85.85714285714286,1379.0,21130.0,0.06526265972550875,6.8140589569161,109.44444444444444,81.78571428571429,1772.7142857142858,22358.571428571428,0.07928566864737079,6.490929705215421,140.69160997732428,12600000.0
2020-06-03,96.0,982.0,24471.0,0.04012913244248294,7.619047619047619,77.93650793650794,76.85714285714286,1360.5714285714287,22171.714285714286,0.061365188592930504,6.099773242630386,107.98185941043086,78.21428571428571,1672.2857142857142,22604.428571428572,0.0739804463095095,6.207482993197278,132.72108843537413,12600000.0
2020-06-04,116.0,929.0,22841.0,0.04067247493542314,9.206349206349206,73.73015873015873,78.85714285714286,1275.142857142857,21721.428571428572,0.05870437356132851,6.258503401360545,101.20181405895691,80.64285714285714,1576.642857142857,22142.571428571428,0.07120414456960736,6.400226757369614,125.13038548752834,12600000.0
2020-06-05,56.0,1156.0,18903.0,0.06115431413003227,4.444444444444445,91.74603174603175,74.57142857142857,1208.5714285714287,21308.14285714286,0.05671875942798528,5.918367346938775,95.9183673469388,76.92857142857143,1462.2142857142858,21699.0,0.06738625216435254,6.105442176870748,116.04875283446714,12600000.0
2020-06-06,69.0,975.0,21155.0,0.04608839517844481,5.476190476190476,77.38095238095238,75.85714285714286,1139.0,20709.85714285714,0.05499796508218999,6.020408163265307,90.39682539682539,76.5,1363.857142857143,21416.214285714286,0.06368339075533558,6.071428571428571,108.24263038548753,12600000.0
2020-06-07,40.0,867.0,20700.0,0.04188405797101449,3.1746031746031744,68.80952380952381,73.14285714285714,1071.0,20645.0,0.05187696778881085,5.804988662131518,85.0,74.85714285714286,1246.642857142857,21060.928571428572,0.05919220764245234,5.941043083900228,98.93990929705215,12600000.0
2020-06-08,22.0,658.0,16099.0,0.04087210385738244,1.746031746031746,52.22222222222222,73.0,1025.857142857143,20085.714285714286,0.05107396870554765,5.7936507936507935,81.41723356009071,74.21428571428571,1171.2857142857142,20664.928571428572,0.056679882063814115,5.890022675736961,92.95918367346938,12600000.0
2020-06-09,94.0,797.0,20309.0,0.039243685065734404,7.4603174603174605,63.25396825396825,70.42857142857143,909.1428571428571,20639.714285714286,0.044048228796079676,5.5895691609977325,72.15419501133786,78.14285714285714,1144.0714285714287,20884.85714285714,0.05477994992954568,6.2018140589569155,90.79931972789117,12600000.0
