,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,count,count,count,count,count,count,count,count,count,count,count,count,tested,tested,tested,tested,tested,tested,tested,tested,tested,tested,tested,tested,percentage,percentage,percentage,percentage,percentage,percentage,percentage,percentage,percentage,percentage,percentage,percentage,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_7day,deaths_7day,deaths_7day,deaths_7day,deaths_7day,deaths_7day,deaths_7day,deaths_7day,deaths_7day,deaths_7day,deaths_7day,deaths_7day,count_7day,count_7day,count_7day,count_7day,count_7day,count_7day,count_7day,count_7day,count_7day,count_7day,count_7day,count_7day,tested_7day,tested_7day,tested_7day,tested_7day,tested_7day,tested_7day,tested_7day,tested_7day,tested_7day,tested_7day,tested_7day,tested_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,count_14day,count_14day,count_14day,count_14day,count_14day,count_14day,count_14day,count_14day,count_14day,count_14day,count_14day,count_14day,tested_14day,tested_14day,tested_14day,tested_14day,tested_14day,tested_14day,tested_14day,tested_14day,tested_14day,tested_14day,tested_14day,tested_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,population,population,population,population,population,population,population,population,population,population,population,population
2020-08-18,2831,102,7781,290,225,567,199,424,86,2142,832,83,66673,5138,209594,9387,7318,16931,10252,12011,3577,50498,23535,4234,808806,222240,3439272,127468,125766,225400,276211,177838,72874,665611,337799,160887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-08-19,2836,102,7806,293,226,567,203,424,89,2148,832,86,67110,5288,211889,9546,7436,17062,10509,12174,3701,50902,23755,4347,816053,236760,3489571,128901,128138,227550,280232,180204,74668,672110,342403,162906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-08-20,2837,105,7833,295,228,568,206,424,96,2151,834,89,67468,5401,213721,9722,7471,17164,10709,12317,3767,51289,23926,4431,825395,244328,3541183,131179,129302,230287,286614,182134,75594,680342,346831,166138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-08-21,2844,107,7857,297,228,570,209,425,98,2153,835,91,67915,5588,215929,9881,7547,17267,10949,12487,3825,51729,24150,4529,835069,253772,3592919,132511,130561,232599,291375,184655,76414,689346,351165,167767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-08-22,2850,109,7874,298,229,570,209,425,98,2158,836,92,68368,5800,218285,10091,7604,17369,11250,12631,3920,52199,24388,4617,844987,267324,3649685,134540,131795,235256,295109,187025,77563,698589,355750,169919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-08-23,2854,110,7880,298,229,570,209,425,98,2159,836,92,68722,5989,220178,10258,7666,17446,11446,12793,3991,52586,24537,4699,853947,280048,3704036,136596,133471,237370,299656,189425,79288,706599,360669,171721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-08-24,2855,111,7888,299,231,570,209,425,98,2160,838,92,69022,6098,221790,10418,7714,17557,11651,12880,4073,52855,24705,4769,861910,286595,3740191,137915,134481,239537,302932,191273,80166,712939,363982,172841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-08-25,2857,113,7917,300,236,574,214,425,101,2165,839,93,69266,6201,223470,10603,7769,17694,11845,12991,4153,53157,24858,4852,869659,294677,3781050,139460,135841,241992,305855,192905,80870,718641,368068,174685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-08-26,2861,115,7953,302,237,574,224,427,105,2170,844,94,69594,6422,225627,10788,7854,17870,12057,13152,4267,53578,25059,4939,876706,304122,3831412,140792,137404,244229,310051,195136,82054,726381,372216,177073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-08-27,2863,115,7977,307,239,576,226,428,107,2176,845,95,69815,6581,227334,10960,7922,17966,12317,13243,4366,53876,25202,5026,882645,319882,3875922,141450,138307,246096,313508,196591,83151,731769,374815,178505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-08-28,2868,118,7997,307,241,577,227,429,110,2177,845,98,70331,6805,229483,11072,7982,18153,12535,13427,4415,54242,25351,5119,891062,332415,3924305,143296,139201,248201,317830,198789,84060,738721,378396,180319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-08-29,2869,120,8008,309,241,579,228,430,111,2177,845,99,70549,7046,231363,11285,8026,18248,12788,13539,4531,54575,25497,5203,899329,341223,3973089,145165,140521,250689,322542,200974,85268,745941,382376,182799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-08-30,2875,120,8019,310,241,580,229,430,111,2179,845,99,70984,7193,233355,11350,8082,18356,13164,13663,4581,55019,25648,5233,908207,346960,4016782,146977,141571,253264,327713,202656,87352,755670,385522,183930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-08-31,2876,120,8025,310,241,581,230,430,112,2181,845,99,71285,7323,235023,11470,8140,18449,13436,13783,4662,55292,25819,5301,916087,364656,4064161,148136,142571,254796,332261,204860,88376,760994,388562,185590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-09-01,2879,124,8064,312,243,582,240,431,114,2186,847,106,71441,7470,236515,11667,8208,18520,13628,13875,4737,55551,25964,5374,920970,366964,4087122,149641,143365,256094,334396,205862,88796,764896,390392,186212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-09-02,2883,126,8090,314,243,583,243,431,117,2190,850,110,71725,7703,238643,11859,8318,18604,14032,13950,4836,55891,26124,5526,926574,372191,4119873,150569,144130,258107,338277,207175,89212,770179,393436,187290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-09-03,2887,129,8114,318,243,584,247,431,118,2193,853,111,71895,7898,240003,11949,8356,18692,14277,14027,4889,56117,26235,5580,933263,379762,4160668,151928,144958,259780,343450,208598,90679,776078,395892,189166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-09-04,2890,133,8143,321,243,587,254,433,121,2196,853,112,72613,8772,245371,12368,8598,19019,15001,14401,5087,56932,26661,5857,953452,425088,4309941,157006,152508,267129,354914,216163,93895,796843,407726,196512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-09-05,2893,133,8166,327,243,589,258,433,124,2199,855,112,73136,9098,248177,12560,8700,19211,15334,14560,5178,57480,26907,5947,963666,438131,4371876,158931,154412,270004,360404,218548,95215,807455,413204,198771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-09-06,2894,133,8171,327,243,589,258,433,125,2200,855,114,73346,9249,249580,12672,8769,19277,15616,14654,5230,57732,27011,5988,971527,450172,4418372,160583,156229,272218,365799,220322,96372,814257,416635,200488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-09-07,2896,134,8179,327,243,589,259,433,127,2201,856,114,73634,9321,250961,12780,8846,19359,15796,14752,5317,57988,27120,6011,976629,457805,4447347,161900,157702,273134,368850,221528,96928,818326,418857,201356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-09-08,2895,134,8184,329,243,589,259,433,130,2201,856,115,73828,9572,252353,12886,8905,19488,15895,14841,5347,58244,27260,6044,985457,462018,4478710,162966,158594,274857,370969,223249,97693,824167,421295,202595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-09-09,2898,136,8214,335,243,591,263,434,135,2202,857,120,73956,9736,253690,13001,8985,19540,16076,14940,5388,58445,27418,6137,991668,477844,4526739,164264,159846,277240,373583,225159,98442,829447,424653,204356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
