,count,count,count,tested,tested,tested,7daypos100k,7daypos100k,7daypos100k,percentage,percentage,percentage,count_14day,count_14day,count_14day,tested_14day,tested_14day,tested_14day,percentage_14day,percentage_14day,percentage_14day,7daypos100k_14day,7daypos100k_14day,7daypos100k_14day,Unknown tested,Unknown tested,Unknown tested,Unknown count,Unknown count,Unknown count,Unknown percentage,Unknown percentage,Unknown percentage,<20 tested,<20 tested,<20 tested,<20 count,<20 count,<20 count,<20 percentage,<20 percentage,<20 percentage,20-29 tested,20-29 tested,20-29 tested,20-29 count,20-29 count,20-29 count,20-29 percentage,20-29 percentage,20-29 percentage,30-39 tested,30-39 tested,30-39 tested,30-39 count,30-39 count,30-39 count,30-39 percentage,30-39 percentage,30-39 percentage,40-49 tested,40-49 tested,40-49 tested,40-49 count,40-49 count,40-49 count,40-49 percentage,40-49 percentage,40-49 percentage,50-59 tested,50-59 tested,50-59 tested,50-59 count,50-59 count,50-59 count,50-59 percentage,50-59 percentage,50-59 percentage,60-69 tested,60-69 tested,60-69 tested,60-69 count,60-69 count,60-69 count,60-69 percentage,60-69 percentage,60-69 percentage,70-79 tested,70-79 tested,70-79 tested,70-79 count,70-79 count,70-79 count,70-79 percentage,70-79 percentage,70-79 percentage,80+ tested,80+ tested,80+ tested,80+ count,80+ count,80+ count,80+ percentage,80+ percentage,80+ percentage,Unknown tested_14day,Unknown tested_14day,Unknown tested_14day,Unknown count_14day,Unknown count_14day,Unknown count_14day,Unknown percentage_14day,Unknown percentage_14day,Unknown percentage_14day,<20 tested_14day,<20 tested_14day,<20 tested_14day,<20 count_14day,<20 count_14day,<20 count_14day,<20 percentage_14day,<20 percentage_14day,<20 percentage_14day,20-29 tested_14day,20-29 tested_14day,20-29 tested_14day,20-29 count_14day,20-29 count_14day,20-29 count_14day,20-29 percentage_14day,20-29 percentage_14day,20-29 percentage_14day,30-39 tested_14day,30-39 tested_14day,30-39 tested_14day,30-39 count_14day,30-39 count_14day,30-39 count_14day,30-39 percentage_14day,30-39 percentage_14day,30-39 percentage_14day,40-49 tested_14day,40-49 tested_14day,40-49 tested_14day,40-49 count_14day,40-49 count_14day,40-49 count_14day,40-49 percentage_14day,40-49 percentage_14day,40-49 percentage_14day,50-59 tested_14day,50-59 tested_14day,50-59 tested_14day,50-59 count_14day,50-59 count_14day,50-59 count_14day,50-59 percentage_14day,50-59 percentage_14day,50-59 percentage_14day,60-69 tested_14day,60-69 tested_14day,60-69 tested_14day,60-69 count_14day,60-69 count_14day,60-69 count_14day,60-69 percentage_14day,60-69 percentage_14day,60-69 percentage_14day,70-79 tested_14day,70-79 tested_14day,70-79 tested_14day,70-79 count_14day,70-79 count_14day,70-79 count_14day,70-79 percentage_14day,70-79 percentage_14day,70-79 percentage_14day,80+ tested_14day,80+ tested_14day,80+ tested_14day,80+ count_14day,80+ count_14day,80+ count_14day,80+ percentage_14day,80+ percentage_14day,80+ percentage_14day,population,population,population
2020-07-06,31.25,238.75,86.625,418.375,4500.375,1893.25,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,48.75,321.25,172.75,0.0,12.125,0.0,0,0,0,67.25,539.75,206.375,7.0,30.625,12.625,0,0,0,78.875,662.0,306.875,8.0,32.875,18.0,0,0,0,61.0,666.375,359.875,0.0,42.875,18.0,0,0,0,61.5,714.375,371.0,7.625,38.0,15.0,0,0,0,41.375,635.75,268.125,0.0,28.625,13.0,0,0,0,39.5,537.375,149.25,0.0,25.625,7.0,0,0,0,20.125,423.5,57.0,0.0,28.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-07-07,31.5,240.5,86.75,426.25,4585.25,1934.5,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,49.5,331.5,180.5,0.0,12.75,0.0,0,0,0,68.5,551.5,210.25,7.0,30.75,12.75,0,0,0,80.25,675.0,312.25,8.0,33.25,18.0,0,0,0,62.0,679.25,370.25,0.0,43.25,18.0,0,0,0,63.0,728.25,378.0,7.75,38.0,15.0,0,0,0,42.25,647.5,271.75,0.0,28.75,13.0,0,0,0,40.0,545.25,151.5,0.0,25.75,7.0,0,0,0,20.75,427.0,58.0,0.0,28.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-07-08,31.75,242.25,86.875,434.125,4670.125,1975.75,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,50.25,341.75,188.25,0.0,13.375,0.0,0,0,0,69.75,563.25,214.125,7.0,30.875,12.875,0,0,0,81.625,688.0,317.625,8.0,33.625,18.0,0,0,0,63.0,692.125,380.625,0.0,43.625,18.0,0,0,0,64.5,742.125,385.0,7.875,38.0,15.0,0,0,0,43.125,659.25,275.375,0.0,28.875,13.0,0,0,0,40.5,553.125,153.75,0.0,25.875,7.0,0,0,0,21.375,430.5,59.0,0.0,28.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-07-09,32.0,244.0,87.0,442.0,4755.0,2017.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,51.0,352.0,196.0,0.0,14.0,0.0,0,0,0,71.0,575.0,218.0,7.0,31.0,13.0,0,0,0,83.0,701.0,323.0,8.0,34.0,18.0,0,0,0,64.0,705.0,391.0,0.0,44.0,18.0,0,0,0,66.0,756.0,392.0,8.0,38.0,15.0,0,0,0,44.0,671.0,279.0,0.0,29.0,13.0,0,0,0,41.0,561.0,156.0,0.0,26.0,7.0,0,0,0,22.0,434.0,60.0,0.0,28.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-07-10,32.0,245.75,88.0,451.25,4876.5,2078.25,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,51.75,369.75,208.25,0.0,14.75,0.0,0,0,0,72.5,592.5,225.5,7.25,31.25,13.5,0,0,0,84.5,715.25,330.25,8.25,34.25,18.25,0,0,0,65.5,723.75,406.0,0.0,44.0,18.0,0,0,0,67.25,776.25,399.75,7.75,38.25,15.0,0,0,0,45.25,685.5,284.0,0.0,29.25,13.25,0,0,0,42.5,572.5,160.75,0.0,26.0,7.0,0,0,0,22.0,440.75,61.75,0.0,28.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-07-11,32.0,247.5,89.0,460.5,4998.0,2139.5,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,52.5,387.5,220.5,0.0,15.5,0.0,0,0,0,74.0,610.0,233.0,7.5,31.5,14.0,0,0,0,86.0,729.5,337.5,8.5,34.5,18.5,0,0,0,67.0,742.5,421.0,0.0,44.0,18.0,0,0,0,68.5,796.5,407.5,7.5,38.5,15.0,0,0,0,46.5,700.0,289.0,0.0,29.5,13.5,0,0,0,44.0,584.0,165.5,0.0,26.0,7.0,0,0,0,22.0,447.5,63.5,0.0,28.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-07-12,32.0,249.25,90.0,469.75,5119.5,2200.75,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,53.25,405.25,232.75,0.0,16.25,0.0,0,0,0,75.5,627.5,240.5,7.75,31.75,14.5,0,0,0,87.5,743.75,344.75,8.75,34.75,18.75,0,0,0,68.5,761.25,436.0,0.0,44.0,18.0,0,0,0,69.75,816.75,415.25,7.25,38.75,15.0,0,0,0,47.75,714.5,294.0,0.0,29.75,13.75,0,0,0,45.5,595.5,170.25,0.0,26.0,7.0,0,0,0,22.0,454.25,65.25,0.0,28.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-07-13,32.0,251.0,91.0,479.0,5241.0,2262.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,54.0,423.0,245.0,0.0,17.0,0.0,0,0,0,77.0,645.0,248.0,8.0,32.0,15.0,0,0,0,89.0,758.0,352.0,9.0,35.0,19.0,0,0,0,70.0,780.0,451.0,0.0,44.0,18.0,0,0,0,71.0,837.0,423.0,7.0,39.0,15.0,0,0,0,49.0,729.0,299.0,0.0,30.0,14.0,0,0,0,47.0,607.0,175.0,0.0,26.0,7.0,0,0,0,22.0,461.0,67.0,0.0,28.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-07-14,32.0,251.0,91.0,483.0,5284.0,2284.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,54.0,427.0,252.0,0.0,17.0,0.0,0,0,0,78.0,651.0,249.0,8.0,32.0,15.0,0,0,0,90.0,768.0,354.0,9.0,35.0,19.0,0,0,0,70.0,780.0,456.0,0.0,44.0,18.0,0,0,0,72.0,847.0,426.0,7.0,39.0,15.0,0,0,0,49.0,735.0,302.0,0.0,30.0,14.0,0,0,0,48.0,612.0,176.0,0.0,26.0,7.0,0,0,0,22.0,463.0,67.0,0.0,28.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-07-15,33.0,251.0,92.0,488.0,5397.0,2346.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,54.0,440.0,261.0,0.0,17.0,0.0,0,0,0,78.0,664.0,259.0,8.0,32.0,15.0,0,0,0,90.0,783.0,360.0,10.0,35.0,19.0,0,0,0,73.0,799.0,469.0,0.0,44.0,18.0,0,0,0,73.0,869.0,437.0,7.0,39.0,15.0,0,0,0,49.0,755.0,307.0,0.0,30.0,14.0,0,0,0,46.0,618.0,181.0,0.0,26.0,7.0,0,0,0,25.0,468.0,70.0,0.0,28.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-07-16,35.0,256.0,92.0,500.0,5507.0,2414.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,54.0,456.0,273.0,0.0,17.0,0.0,0,0,0,79.0,677.0,268.0,9.0,32.0,15.0,0,0,0,92.0,810.0,367.0,10.0,35.0,19.0,0,0,0,77.0,809.0,478.0,0.0,46.0,18.0,0,0,0,77.0,889.0,451.0,7.0,40.0,15.0,0,0,0,50.0,764.0,317.0,0.0,30.0,14.0,0,0,0,46.0,629.0,183.0,0.0,26.0,7.0,0,0,0,25.0,472.0,75.0,0.0,30.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-07-17,36.0,256.0,93.0,505.0,5629.0,2467.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,54.0,482.0,285.0,0.0,17.0,0.0,0,0,0,80.0,686.0,272.0,9.0,32.0,15.0,0,0,0,94.0,826.0,373.0,11.0,35.0,19.0,0,0,0,77.0,834.0,487.0,0.0,46.0,18.0,0,0,0,77.0,910.0,461.0,7.0,40.0,15.0,0,0,0,51.0,775.0,324.0,0.0,30.0,14.0,0,0,0,47.0,636.0,188.0,0.0,26.0,7.0,0,0,0,25.0,479.0,75.0,0.0,30.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-07-18,36.333333333333336,259.6666666666667,94.0,515.6666666666666,5753.0,2531.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,54.666666666666664,502.0,298.3333333333333,0.0,17.666666666666668,0.0,0,0,0,82.0,706.3333333333334,281.6666666666667,9.666666666666666,34.0,15.333333333333334,0,0,0,96.66666666666667,842.3333333333334,383.6666666666667,10.666666666666666,35.333333333333336,19.333333333333332,0,0,0,78.0,852.0,499.3333333333333,0.0,46.333333333333336,18.0,0,0,0,78.33333333333333,930.0,470.6666666666667,7.0,40.333333333333336,15.333333333333334,0,0,0,53.0,788.0,329.6666666666667,0.0,30.0,14.0,0,0,0,48.0,644.3333333333334,190.33333333333334,0.0,26.0,7.0,0,0,0,25.0,487.0,75.33333333333333,0.0,30.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-07-19,36.666666666666664,263.3333333333333,95.0,526.3333333333334,5877.0,2595.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,55.333333333333336,522.0,311.6666666666667,0.0,18.333333333333332,0.0,0,0,0,84.0,726.6666666666666,291.3333333333333,10.333333333333334,36.0,15.666666666666666,0,0,0,99.33333333333333,858.6666666666666,394.3333333333333,10.333333333333334,35.666666666666664,19.666666666666668,0,0,0,79.0,870.0,511.6666666666667,0.0,46.666666666666664,18.0,0,0,0,79.66666666666667,950.0,480.3333333333333,7.0,40.666666666666664,15.666666666666666,0,0,0,55.0,801.0,335.3333333333333,0.0,30.0,14.0,0,0,0,49.0,652.6666666666666,192.66666666666666,0.0,26.0,7.0,0,0,0,25.0,495.0,75.66666666666667,0.0,30.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-07-20,37.0,267.0,96.0,537.0,6001.0,2659.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,56.0,542.0,325.0,0.0,19.0,0.0,0,0,0,86.0,747.0,301.0,11.0,38.0,16.0,0,0,0,102.0,875.0,405.0,10.0,36.0,20.0,0,0,0,80.0,888.0,524.0,0.0,47.0,18.0,0,0,0,81.0,970.0,490.0,7.0,41.0,16.0,0,0,0,57.0,814.0,341.0,0.0,30.0,14.0,0,0,0,50.0,661.0,195.0,0.0,26.0,7.0,0,0,0,25.0,503.0,76.0,0.0,30.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-07-21,37.0,270.5,97.5,541.5,6084.5,2717.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,56.5,556.0,339.0,0.0,19.0,0.0,0,0,0,86.5,760.0,304.5,11.0,38.5,16.5,0,0,0,103.5,884.0,416.0,10.0,37.0,21.0,0,0,0,80.5,904.5,537.0,0.0,48.0,18.0,0,0,0,81.5,983.0,499.0,7.0,41.5,16.0,0,0,0,58.0,821.5,345.5,0.0,30.5,14.0,0,0,0,50.0,669.5,197.5,0.0,26.0,7.0,0,0,0,25.0,505.0,76.5,0.0,30.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-07-22,37.0,274.0,99.0,546.0,6168.0,2775.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,57.0,570.0,353.0,0.0,19.0,0.0,0,0,0,87.0,773.0,308.0,11.0,39.0,17.0,0,0,0,105.0,893.0,427.0,10.0,38.0,22.0,0,0,0,81.0,921.0,550.0,0.0,49.0,18.0,0,0,0,82.0,996.0,508.0,7.0,42.0,16.0,0,0,0,59.0,829.0,350.0,0.0,31.0,14.0,0,0,0,50.0,678.0,200.0,0.0,26.0,7.0,0,0,0,25.0,507.0,77.0,0.0,30.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-07-23,37.0,276.5,100.5,552.5,6297.5,2845.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,57.0,590.5,370.0,0.0,19.0,3.0,0,0,0,89.0,788.5,314.0,11.0,39.0,17.5,0,0,0,106.0,913.0,438.0,10.0,39.5,22.0,0,0,0,82.5,944.5,561.5,0.0,49.5,18.5,0,0,0,83.0,1013.0,519.5,7.0,42.0,16.0,0,0,0,59.5,843.5,358.5,0.0,31.5,14.0,0,0,0,50.5,691.0,203.0,0.0,26.0,7.0,0,0,0,25.0,512.5,78.5,0.0,30.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-07-24,37.0,279.0,102.0,559.0,6427.0,2915.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,57.0,611.0,387.0,0.0,19.0,6.0,0,0,0,91.0,804.0,320.0,11.0,39.0,18.0,0,0,0,107.0,933.0,449.0,10.0,41.0,22.0,0,0,0,84.0,968.0,573.0,0.0,50.0,19.0,0,0,0,84.0,1030.0,531.0,7.0,42.0,16.0,0,0,0,60.0,858.0,367.0,0.0,32.0,14.0,0,0,0,51.0,704.0,206.0,0.0,26.0,7.0,0,0,0,25.0,518.0,80.0,0.0,30.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-07-25,37.166666666666664,282.8333333333333,102.66666666666667,565.6666666666666,6538.833333333333,2968.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,57.333333333333336,629.0,396.3333333333333,0.0,19.5,6.0,0,0,0,92.16666666666667,825.6666666666666,329.1666666666667,11.166666666666666,39.833333333333336,18.333333333333332,0,0,0,109.0,946.5,457.3333333333333,10.0,41.666666666666664,22.0,0,0,0,85.16666666666667,984.0,580.0,0.0,51.0,19.166666666666668,0,0,0,84.33333333333333,1045.6666666666667,538.3333333333334,7.0,42.166666666666664,16.166666666666668,0,0,0,60.833333333333336,870.8333333333334,372.8333333333333,0.0,32.5,14.0,0,0,0,51.833333333333336,713.0,210.5,0.0,26.0,7.0,0,0,0,25.0,523.1666666666666,81.5,0.0,30.166666666666668,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-07-26,37.333333333333336,286.6666666666667,103.33333333333333,572.3333333333334,6650.666666666667,3021.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,57.666666666666664,647.0,405.6666666666667,0.0,20.0,6.0,0,0,0,93.33333333333333,847.3333333333334,338.3333333333333,11.333333333333334,40.666666666666664,18.666666666666668,0,0,0,111.0,960.0,465.6666666666667,10.0,42.333333333333336,22.0,0,0,0,86.33333333333333,1000.0,587.0,0.0,52.0,19.333333333333332,0,0,0,84.66666666666667,1061.3333333333333,545.6666666666666,7.0,42.333333333333336,16.333333333333332,0,0,0,61.666666666666664,883.6666666666666,378.6666666666667,0.0,33.0,14.0,0,0,0,52.666666666666664,722.0,215.0,0.0,26.0,7.0,0,0,0,25.0,528.3333333333334,83.0,0.0,30.333333333333332,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-07-27,37.5,290.5,104.0,579.0,6762.5,3074.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,58.0,665.0,415.0,0.0,20.5,6.0,0,0,0,94.5,869.0,347.5,11.5,41.5,19.0,0,0,0,113.0,973.5,474.0,10.0,43.0,22.0,0,0,0,87.5,1016.0,594.0,0.0,53.0,19.5,0,0,0,85.0,1077.0,553.0,7.0,42.5,16.5,0,0,0,62.5,896.5,384.5,0.0,33.5,14.0,0,0,0,53.5,731.0,219.5,0.0,26.0,7.0,0,0,0,25.0,533.5,84.5,0.0,30.5,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-07-28,37.666666666666664,294.3333333333333,104.66666666666667,585.6666666666666,6874.333333333333,3127.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,58.333333333333336,683.0,424.3333333333333,0.0,21.0,6.0,0,0,0,95.66666666666667,890.6666666666666,356.6666666666667,11.666666666666666,42.333333333333336,19.333333333333332,0,0,0,115.0,987.0,482.3333333333333,10.0,43.666666666666664,22.0,0,0,0,88.66666666666667,1032.0,601.0,0.0,54.0,19.666666666666668,0,0,0,85.33333333333333,1092.6666666666667,560.3333333333334,7.0,42.666666666666664,16.666666666666668,0,0,0,63.333333333333336,909.3333333333334,390.3333333333333,0.0,34.0,14.0,0,0,0,54.333333333333336,740.0,224.0,0.0,26.0,7.0,0,0,0,25.0,538.6666666666666,86.0,0.0,30.666666666666668,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-07-29,37.833333333333336,298.1666666666667,105.33333333333333,592.3333333333334,6986.166666666667,3180.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,58.666666666666664,701.0,433.6666666666667,0.0,21.5,6.0,0,0,0,96.83333333333333,912.3333333333334,365.8333333333333,11.833333333333334,43.166666666666664,19.666666666666668,0,0,0,117.0,1000.5,490.6666666666667,10.0,44.333333333333336,22.0,0,0,0,89.83333333333333,1048.0,608.0,0.0,55.0,19.833333333333332,0,0,0,85.66666666666667,1108.3333333333333,567.6666666666666,7.0,42.833333333333336,16.833333333333332,0,0,0,64.16666666666667,922.1666666666666,396.1666666666667,0.0,34.5,14.0,0,0,0,55.166666666666664,749.0,228.5,0.0,26.0,7.0,0,0,0,25.0,543.8333333333334,87.5,0.0,30.833333333333332,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-07-30,38.0,302.0,106.0,599.0,7098.0,3233.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,59.0,719.0,443.0,0.0,22.0,6.0,0,0,0,98.0,934.0,375.0,12.0,44.0,20.0,0,0,0,119.0,1014.0,499.0,10.0,45.0,22.0,0,0,0,91.0,1064.0,615.0,0.0,56.0,20.0,0,0,0,86.0,1124.0,575.0,7.0,43.0,17.0,0,0,0,65.0,935.0,402.0,0.0,35.0,14.0,0,0,0,56.0,758.0,233.0,0.0,26.0,7.0,0,0,0,25.0,549.0,89.0,0.0,31.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-07-31,38.0,302.0,106.0,608.0,7239.0,3297.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,59.0,744.0,457.0,0.0,22.0,6.0,0,0,0,101.0,955.0,382.0,12.0,44.0,20.0,0,0,0,121.0,1033.0,510.0,10.0,45.0,22.0,0,0,0,92.0,1087.0,638.0,0.0,56.0,20.0,0,0,0,87.0,1149.0,581.0,7.0,43.0,17.0,0,0,0,65.0,951.0,401.0,0.0,35.0,14.0,0,0,0,58.0,768.0,237.0,0.0,26.0,7.0,0,0,0,25.0,551.0,89.0,0.0,31.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
