,count,count,count,tested,tested,tested,7daypos100k,7daypos100k,7daypos100k,percentage,percentage,percentage,count_14day,count_14day,count_14day,tested_14day,tested_14day,tested_14day,percentage_14day,percentage_14day,percentage_14day,7daypos100k_14day,7daypos100k_14day,7daypos100k_14day,population,population,population
zip,60301,60302,60304,60301,60302,60304,60301,60302,60304,60301,60302,60304,60301,60302,60304,60301,60302,60304,60301,60302,60304,60301,60302,60304,60301,60302,60304
date,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-08,0.0,0.0,0.0,3.0,42.0,21.0,78.86435331230284,24.962556165751373,5.668612890425713,0.0,0.0,0.0,0.21428571428571427,1.0714285714285714,0.2857142857142857,3.5,45.785714285714285,17.642857142857142,0.061224489795918366,0.0234009360374415,0.016194331983805668,70.41460117169896,32.76335496754867,17.410739592021834,2536.0,32048.0,17641.0
2020-06-09,0.0,2.0,1.0,5.0,47.0,24.0,39.43217665615142,24.962556165751373,11.337225780851426,0.0,0.0425531914893617,0.041666666666666664,0.21428571428571427,1.0714285714285714,0.35714285714285715,3.7142857142857144,46.5,18.571428571428573,0.05769230769230769,0.02304147465437788,0.01923076923076923,70.41460117169898,30.08879537836103,16.19603682978775,2536.0,32048.0,17641.0
2020-06-10,0.0,0.0,1.0,6.0,43.0,18.0,0.0,28.082875686470295,11.337225780851426,0.0,0.0,0.05555555555555555,0.21428571428571427,1.0,0.35714285714285715,3.9285714285714284,46.785714285714285,19.142857142857142,0.05454545454545454,0.021374045801526718,0.01865671641791045,67.598017124831,27.859995720704656,14.576433146808977,2536.0,32048.0,17641.0
2020-06-11,0.0,2.0,0.0,2.0,43.0,17.0,0.0,34.32351472790814,11.337225780851426,0.0,0.046511627906976744,0.0,0.21428571428571427,1.0714285714285714,0.35714285714285715,3.7857142857142856,46.285714285714285,19.214285714285715,0.05660377358490566,0.023148148148148147,0.01858736059479554,64.78143307796304,26.2998359603452,12.956829463830202,2536.0,32048.0,17641.0
2020-06-12,0.0,0.0,0.0,4.0,67.0,33.0,0.0,24.962556165751373,11.337225780851426,0.0,0.0,0.0,0.21428571428571427,0.9285714285714286,0.35714285714285715,3.5,48.57142857142857,20.5,0.061224489795918366,0.01911764705882353,0.017421602787456445,61.96484903109509,24.5167962342201,13.361730384574896,2536.0,32048.0,17641.0
2020-06-13,0.0,0.0,3.0,5.0,75.0,24.0,0.0,21.84223664503245,22.674451561702853,0.0,0.0,0.125,0.14285714285714285,0.8571428571428571,0.2857142857142857,3.5714285714285716,50.5,21.285714285714285,0.039999999999999994,0.016973125884016973,0.013422818791946308,56.331680937359174,22.956636473860637,12.956829463830202,2536.0,32048.0,17641.0
2020-06-14,0.0,0.0,1.0,23.0,55.0,27.0,0.0,12.481278082875686,34.01167734255428,0.0,0.0,0.037037037037037035,0.14285714285714285,0.8571428571428571,0.5,5.142857142857143,52.07142857142857,21.785714285714285,0.027777777777777773,0.01646090534979424,0.02295081967213115,53.51509689049122,21.396476713501176,14.171532226064285,2536.0,32048.0,17641.0
2020-06-15,2.0,-1.0,1.0,3.0,52.0,22.0,78.86435331230284,9.360958562156766,39.68029023297999,0.6666666666666666,-0.019230769230769232,0.045454545454545456,0.2857142857142857,0.7857142857142857,0.5714285714285714,5.142857142857143,52.57142857142857,21.785714285714285,0.055555555555555546,0.014945652173913044,0.02622950819672131,56.331680937359174,20.504956850438628,15.791135909043058,2536.0,32048.0,17641.0
2020-06-16,0.0,1.0,-1.0,8.0,42.0,12.0,78.86435331230284,6.240639041437843,28.343064452128566,0.0,0.023809523809523808,-0.08333333333333333,0.21428571428571427,0.7142857142857143,0.5,5.214285714285714,53.07142857142857,21.357142857142858,0.0410958904109589,0.013458950201884253,0.023411371237458192,56.331680937359174,19.39055702161044,16.600937750532445,2536.0,32048.0,17641.0
2020-06-17,0.0,2.0,0.0,1.0,52.0,34.0,78.86435331230284,12.481278082875686,22.674451561702853,0.0,0.038461538461538464,0.0,0.14285714285714285,0.9285714285714286,0.42857142857142855,5.0,52.642857142857146,22.5,0.02857142857142857,0.017639077340569877,0.019047619047619046,53.51509689049122,19.167677055844802,17.00583867127714,2536.0,32048.0,17641.0
